

🍉西瓜早安好心情音乐欣赏频道,#genre#
2022年10月16日BYB 12期,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137915469020719_hlsb.m3u8?pkey=AAVipMrVZ1vG6_X7Ws1MyTcNzF-4CVXWzGbIkHKSihT5QODFnLhm4WSK50oA3qI-1KoELBIS4y72s5RnHYaAgg3X_ugbpLCfsfFJtg4zSnGz2E0nBSXgnIJUOCzBZmIDrwM&ss=vp
2022年8月27日BYB 11期,https://txmov2.a.kwimgs.com/bs3/video-hls/5213761096110714457_hlsb.m3u8?pkey=AAVaSEK5erajp6LPni3LeNnkFDulsnYR7JLHkRPiaKHWK7G1cdHQsBIWCJabF2CYOl_XKiF0b-E0a57nOPIPBUhnHMIFFg6z6Y7Mbbkm7nLrPYjhrPq8A0L9Ia6bT_1jAKA&ss=vp
2022年5月28日BYB X: Biloxi Brawl,https://txmov2.a.kwimgs.com/bs3/video-hls/5226708942209923652_hlsb.m3u8?pkey=AAVU1scrDh8_okfH4cVwzVbgQgrrwk6K7bHRPOpn0idm_-20auKj03unq29xQ0VgXqwlx2WYxOSB5ktIaLwDy7Q2oE-Fq87m7de0JgE5eSh4xvc6jgI56wdmCrKw69VYPlA&ss=vp
2022年3月13日BYB 9期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/d248041c94479eb4-f5813c3199d0ec224e9297159bc47d35-hls_360p_2.m3u8?pkey=ABAD12d5FGI2-kwoBFjIE84fKlbTTjD9aJt9p7qeTzvh2g8hbGcgYNnqV_CFuHFNva46wqiRcdfmznWq60aLjL9buNsWQ7RCntHVFN6nkQsF1736Z8PNh31k0irSD9hVT_qvGm_5gHE48NJWDMyD193OUTb5kGAellx-rrh5AShyELh9M9NIiq-hrzQMuA_oCWRHGcurwC8HX69rljXgEMn2UFGoJi8s8kea2yIHG__RFm0uRxInVQ2FTLQMmDQMUV8&safety_id=AALufSf0OHCmkfb0zHi92cpK
2021年12月18日BYB 8期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/ade5d5139a9fb36a-962f87124f65c11059aad04765fe4796-hls_720p_2.m3u8?pkey=ABDYvLThjnVpKhR2KAHhEjgtp1mfQVWTF39_-8MM4hGdkUB0VYFuAO1bGR3ArZk0GxxEw11KFHeVGIrT6N3nuWJ2uzFElf-qAn54A-eyqAajqAbRAQpGGjXDDtMB8ifBOjJGthQyvfhcXfSqukghV5qDGjqv1SNpr71pijDIAFV65F91fZ0LztcvCKUj4Ugm2SwyI3l28lAZ-x0He1jOSBIkJmZEMcFLb2qBj6N4o0XaJ9LwmLAMxPn1so8AOm6iwEI&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年9月14日BYB 7期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/4a1fb4133a564fa2-da8342056b81cc088425bbc886c589c3-hls_720p_2.m3u8?pkey=ABAX_qP4_3ZVPMFWMX2WNERjozagDp922GyQNIQPnSwDLlzOUyMC3DIyRraORxB5menj267VkFB00p_6eG4jBR-6JUWZOx51t2NPFuH8MBEBsHjnSV0XPzuwn1UfX7bQIfU_fQbG93ApAhAXo7SsrQgQdiM4EBvWthElalxQNduiieg9DwY1NEPnNpPJe392QHQm0kS6vpBuESxZLwQv-Dj0BpfeuKmaeoFARH5ELNQnrsi4jWW70E06nZtXtOu2UaM&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年9月12日BYB 7期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/edd63a212be8b3af-e184dbdba3ec5883592182fc6f76dc62-hls_720p_2.m3u8?pkey=ABBz-rzDlhRU5HQSEIa_CrOE47_Z5JJW3DadtOpOc_kq0PdqWIrRAFLOB8eodgobAlwgahZa_Qx1rKwwSTQKT7ql9h3qFe0x0_a8Oxh-HVSlKNbLqOLStw5MEj7rGyyQ9xte2aRTCgQJhC7Y12HO2n_Rfc07ihSO7S3aKerYRW_ITBoQuOiaQ9JpgBm_g3JKMY1xHJQt7d0iGIqa2d6E2fBFX9iko74kIE86TwMg2G6cL5oeaNMWx0vpdBs9OTAu-ME&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年7月17日BYB 6期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/921301ac2925ae36-44c5bb65a285e29ee69c06bbf263a500-hls_720p_2.m3u8?pkey=ABDSRa_76bBmVJa88S6NgB3uQz-9sDAHIp3-XlPs2vRWYXI30dWa3x-U-G3WdM3LLoTf3Vs22OntN5la7mp_NGmNui-maGml_Dc6YT-eQQILb4NyIS0a_d_rlZr8MDAWQoHHsparVLB_7AxGbouB6F052W2CBqc68-5BGxsQpSu9NQ1_z7OhxEGQeX8Tw0SbQajj-JQydWAM7sAQnkUfv47kLOKTpbJX4Czq2Dw7_DORjqKHXUj9U_V-jRXltU2ACMo&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年5月16日BYB 5期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/fc016df0ae34461d-c3c73cac5122484de9182c74da3ba5cc-hls_720p_2.m3u8?pkey=ABBj-ZytTCHhGTa7P8Bc0cNTaQQRIQfeRZiO_qclNvTVYKDaWzXgp-Z6Lmdk9_4BS0JB-4VjRfeIKSAOxOhMJIfxUy_eb8I411EluVJDObKQkDzd-pThK5Htnoe6inUxoRYocKkcUy-4LwYyEZqQ5yZfk-d9XFnEZq0ZPi66D7NKSx_2KC9nbNSVM8LYQw0pnAmdeiP2lNigBjZkK4kHg4q99TocRPgILRUwXaM6_TetZZkmxSOyvJtlx04RITpJNxw&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年4月18日BYB 4期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/c0b6b6e5bdfc5540-c76b47cfee7e5b9269f9738a30a9a7f6-hls_1080p_h264_6m_1.m3u8?pkey=ABAK7Y0QxqCMC0cUTPrzV1AoEix0Ahn2YayhHWbqK-DjOaWJn6p12IUqxtq_9W5LOuV9o_uy00Gwa_-NuEBvJm9thxHDB3rbQP8v07Ytkor_F6r2Q6gcV64mQeLDwUA_aJHSuqNd0mOU6vCmCjEPavTIgBh1zTKxS0Em7v-2F0YwVXsvNfkgkOQRbYyxd53D0ahgKXdDoIt_kTMSH5I0VmQBDcaOYP_PY2ZihelB35os97nBlS2YZoGjKV2ljOC2ACk&safety_id=AAIq6nzYkOARD8tMAqdSVdPr
2021年3月26日BYB 3期,https://txmov2.a.kwimgs.com/bs3/video-hls/5247538092340895591_hlsb.m3u8?pkey=AAU2yK82mXOWbCSgZDpoXnuAQu9K4bPuRMSb2QkNl4tsg-K2PWQTKvKs_kaw_sAhkiNAYZu2K_DHCnWZpFudNbIpLnGphgwopWFaDUqwHoLPAexiJCvuNA0X3mRqV5VZ1LY&ss=vp
2019年4月15日BYB 2期,https://txmov2.a.kwimgs.com/bs3/video-hls/5233464341778897644_hlsb.m3u8?pkey=AAV1pLocyEHvJVAajZG_frpp0ItRiyzFpDYTkeJk-e7Jj9BMunyIEr45LBvraskJp5rTc4rxjVllAhf26rx9llItLVcWYjxUlUX18noC0EwoQIhSD067ZJKBvSRegqvZLrw&ss=vp
2019年2月14日BYB 1期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/388701ee3c046e44-c2931c73086e7319550aba2af3c99084-hls_1080p_h264_6m_1.m3u8?pkey=ABDc_uThb4OcRXaSvygNIymdpnvnFWQ3bFIuj2rsyghssWaOSecDoFGN8micsFUCZXyABqVGJA2Ef0l3sNVTp2O5rUtAljWZ0oseekRkKuKwRHhVLBlbkRANpSHJKFfBDk7sa_KaAJ4oVkqIGxODmOt0XHRFtL1GrmblTV9ZO-HngnLtFTQY6zQ_SjkSgYGESQIxjZadYG4Lx8NYenwTA-yWOu1yVLFyH4l1O-JxYGhqqKwBuCouGh513OsVfQp489k&safety_id=AAIq6nzYkOARD8tMAqdSVdPr

📼



西瓜🍉经典皇家影院,#genre#


皇家师姐,https://s2.bfzycdn.com/video/huangjiashijie/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家保镖,https://s1.bfzycdn.com/video/huangjiabaobiao/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家女将,https://s1.bfzycdn.com/video/huangjianvjiang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家战士,https://vip.ffzy-play7.com/20221115/4499_7199f462/2000k/hls/mixed.m3u8
皇家飞凤,https://c1.rrcdnbf3.com/video/replacexxx0810/20240924VQDgP11Vindex.m3u8/index.m3u8
皇家赌船,https://c1.rrcdnbf3.com/video/huangjiaduchuan/HD/index.m3u8
皇家大贼,https://s3.bfzycdn.com/video/huangjiadazei/HD%E5%9B%BD%E8%AF%AD/0000000.ts
轰天皇家将,https://s1.bfzycdn.com/video/hongtianhuangjiajiang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家饭,https://s1.bfzycdn.com/video/huangjiafan/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家师姐3雌雄大盗,https://vip.ffzy-play7.com/20221115/4496_6d7fb2b6/2000k/hls/mixed.m3u8
皇家师姐4直击证人,https://s1.bfzycdn.com/video/huangjiashijie4zhijizhengren/HD%E5%9B%BD%E8%AF%AD/index.m3u8
皇家师姐5中间人,https://c1.rrcdnbf3.com/video/replacexxx0810/20240928vIvEbCv9index.m3u8/index.m3u8
霸王花,https://s1.bfzycdn.com/video/bawanghua/HD%E5%9B%BD%E8%AF%AD/index.m3u8
霸王花4,https://vip.ffzy-play7.com/20221209/9019_f843a01f/2000k/hls/mixed.m3u8
猛鬼霸王花,https://vip.lz-cdn17.com/20230829/25524_d96cc5b4/2000k/hls/mixed.m3u8
神勇飞虎霸王花,https://s1.bfzycdn.com/video/shenyongfeihubawanghua/HD%E5%9B%BD%E8%AF%AD/index.m3u8
92霸王花与霸王花,https://vip.lz-cdn3.com/20230712/20188_fbb24111/2000k/hls/mixed.m3u8
辣警霸王花.https://s1.bfzycdn.com/video/lajingbawanghua/HD%E5%9B%BD%E8%AF%AD%E7%89%88/index.m3u8
辣警霸王花：澳门行动,https://s1.bfzycdn.com/video/lajingbawanghuaaomenxingdong/HD%E5%9B%BD%E8%AF%AD%E7%89%88/index.m3u8
城市女猎人,https://yzzy.play-cdn17.com/20230728/13536_a3ecdb22/2000k/hls/index.m3u8
积奇玛莉,https://vip.ffzy-play7.com/20221113/4120_ca4b6aa5/2000k/hls/mixed.m3u8





西瓜🍉🇰🇷韩国频道,#genre#
国外加载慢,https://i.uik.cc/view.php/80bfa7db9c20f6a884fcc7cae7e36d04.mp4
AriangTV,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
ABN TV (720p),https://vod2.abn.co.kr/IPHONE/abn.m3u8
BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
KBS World,http://mytv.dothome.co.kr/ch/catv/7.php
KBS 1TV,https://code.vthanhtivi.pw/getlink/kbs/11/playlist.m3u8
KBS 1TV,http://mytv.dothome.co.kr/ch/public/1.php
KBS 2TV,http://mytv.dothome.co.kr/ch/public/3.php
OUN,https://live.knou.ac.kr/knou1/live1/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
大田MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
木浦MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
济州MBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
江原岭东MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
KFN,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KOREA,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b1256000_sleng.m3u8
MBN,http://hls-live.mbn.co.kr/mbn-on-air/600k/playlist.m3u8?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cCo6Ly9obHMtbGl2ZS5tYm4uY28ua3IvKiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MDk2NjAwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=eCHR3nYeZ~~4cmfwY9Ye7W6wDlbrms1qVGExdCwJ43CaWiBrLdbFzhoIJ01RpDPv~RlB7wwCOhQGN4xg4FBpLh-F-I5y03yDeBlXwFZ3R3R3dx66vqH7kntbApbtNscogrubMRvtT5RUVou0Xgb9bZJPGqC8u3~7BEMjdYa3RUk_&Key-Pair-Id=pub_hls-live.mbn.co.kr
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
GCN24 Korean (720p),http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
GoodTV (1080p),http://mobliestream.c3tv.com:1935/live/goodtv.sdp/playlist.m3u8
Gugbang TV (1080p) [Not 24/7],http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KBS Drama (480p),http://mytv.dothome.co.kr/ch/catv/2.php
KBS Life (480p),http://mytv.dothome.co.kr/ch/catv/5.php
Lotte OneTV (720p),https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
MBC Andong (안동 MBC) (360p) [Not 24/7],http://andong.webcasting.co.kr/live/mbc/playlist.m3u8
MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
MBC Chuncheon (춘천 MBC) (480p) [Not 24/7],https://stream.chmbc.co.kr/TV/myStream/playlist.m3u8
MBC Jeju (제주 MBC) (352p) [Not 24/7],https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
MBC Mokpo (목포 MBC) (720p) [Not 24/7],http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC Yeosu (여수 MBC) (1080p) [Not 24/7],https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8
SBS KNN (1080p) [Not 24/7],https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8
Shopping NT (720p),https://live.shoppingntmall.com/live/10011.m3u8
tvchosun2,http://onair2.cdn.tvchosun.com/origin2/_definst_/tvchosun_s3/playlist.m3u8
tvchosun,http://onair.cdn.tvchosun.com/origin1/_definst_/tvchosun_s1/playlist.m3u8
TVE Internacional Europe-Asia [Geo-blocked],https://rtvelivestream.akamaized.net/rtvesec/int/tvei_eu_main.m3u8
BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
tvN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
KBS世界,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?
JTV,http://61.85.197.53:1935/jtv_live/myStream/chunklist_w1542137203.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
C,http://112.175.51.214:1935/live/myStream/playlist.m3u8
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
TV3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=644
14,https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8



西瓜🍉🇰🇷韩国频道,#genre#
国外加载慢,https://i.uik.cc/view.php/80bfa7db9c20f6a884fcc7cae7e36d04.mp4
AriangTV,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
ABN TV (720p),https://vod2.abn.co.kr/IPHONE/abn.m3u8
BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
KBS World,http://mytv.dothome.co.kr/ch/catv/7.php
KBS 1TV,https://code.vthanhtivi.pw/getlink/kbs/11/playlist.m3u8
KBS 1TV,http://mytv.dothome.co.kr/ch/public/1.php
KBS 2TV,http://mytv.dothome.co.kr/ch/public/3.php
OUN,https://live.knou.ac.kr/knou1/live1/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
大田MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
木浦MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
济州MBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
江原岭东MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
KFN,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KOREA,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b1256000_sleng.m3u8
MBN,http://hls-live.mbn.co.kr/mbn-on-air/600k/playlist.m3u8?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cCo6Ly9obHMtbGl2ZS5tYm4uY28ua3IvKiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2MDk2NjAwMH0sIklwQWRkcmVzcyI6eyJBV1M6U291cmNlSXAiOiIwLjAuMC4wLzAifX19XX0_&Signature=eCHR3nYeZ~~4cmfwY9Ye7W6wDlbrms1qVGExdCwJ43CaWiBrLdbFzhoIJ01RpDPv~RlB7wwCOhQGN4xg4FBpLh-F-I5y03yDeBlXwFZ3R3R3dx66vqH7kntbApbtNscogrubMRvtT5RUVou0Xgb9bZJPGqC8u3~7BEMjdYa3RUk_&Key-Pair-Id=pub_hls-live.mbn.co.kr
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
GCN24 Korean (720p),http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
GoodTV (1080p),http://mobliestream.c3tv.com:1935/live/goodtv.sdp/playlist.m3u8
Gugbang TV (1080p) [Not 24/7],http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KBS Drama (480p),http://mytv.dothome.co.kr/ch/catv/2.php
KBS Life (480p),http://mytv.dothome.co.kr/ch/catv/5.php
Lotte OneTV (720p),https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
MBC Andong (안동 MBC) (360p) [Not 24/7],http://andong.webcasting.co.kr/live/mbc/playlist.m3u8
MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
MBC Chuncheon (춘천 MBC) (480p) [Not 24/7],https://stream.chmbc.co.kr/TV/myStream/playlist.m3u8
MBC Jeju (제주 MBC) (352p) [Not 24/7],https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
MBC Mokpo (목포 MBC) (720p) [Not 24/7],http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC Yeosu (여수 MBC) (1080p) [Not 24/7],https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8
SBS KNN (1080p) [Not 24/7],https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8
Shopping NT (720p),https://live.shoppingntmall.com/live/10011.m3u8
tvchosun2,http://onair2.cdn.tvchosun.com/origin2/_definst_/tvchosun_s3/playlist.m3u8
tvchosun,http://onair.cdn.tvchosun.com/origin1/_definst_/tvchosun_s1/playlist.m3u8
TVE Internacional Europe-Asia [Geo-blocked],https://rtvelivestream.akamaized.net/rtvesec/int/tvei_eu_main.m3u8
BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
